"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Newman","MRSA252","HO_5096_0412","S0385"
"Cluster_2313","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00630_+_+_Newman_00631_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00564_+_+_HO_5096_0412_00565_+_+_CO_F",""
"Cluster_2016","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02800_+_+_Newman_02801_+_+_CO_R","MRSA252_+_+_MRSA252_02805_+_+_MRSA252_02806_+_+_CO_R","",""
"Cluster_691","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02576_+_+_Newman_02577_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02498_+_+_HO_5096_0412_02499_+_+_CO_R",""
"Cluster_1755","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00277_+_+_Newman_00278_+_+_DP","","","S0385_+_+_S0385_00339_+_+_S0385_00340_+_+_DP"
"Cluster_955","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01423_+_+_Newman_01424_+_+_CO_R","","","S0385_+_+_S0385_01443_+_+_S0385_01444_+_+_CO_R"
"Cluster_2569","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02801_+_+_Newman_02802_+_+_CO_R","MRSA252_+_+_MRSA252_02806_+_+_MRSA252_02807_+_+_CO_R","",""
"Cluster_301","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_02553_+_+_HO_5096_0412_02554_+_+_CO_R","S0385_+_+_S0385_02613_+_+_S0385_02614_+_+_CO_R"
"Cluster_2028","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00804_+_+_Newman_00805_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00741_+_+_HO_5096_0412_00742_+_+_CO_F",""
"Cluster_852","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01394_+_+_MRSA252_01395_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01311_+_+_HO_5096_0412_01312_+_+_CO_R",""
"Cluster_1580","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_02316_+_+_HO_5096_0412_02317_+_+_DT","S0385_+_+_S0385_02382_+_+_S0385_02383_+_+_DT"
"Cluster_2488","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01828_+_+_Newman_01829_+_+_CO_R","MRSA252_+_+_MRSA252_01905_+_+_MRSA252_01906_+_+_CO_R","",""
"Cluster_2475","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02122_+_+_Newman_02123_+_+_CO_F","MRSA252_+_+_MRSA252_02130_+_+_MRSA252_02131_+_+_CO_F","",""
"Cluster_2408","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02738_+_+_Newman_02739_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02670_+_+_HO_5096_0412_02671_+_+_CO_R",""
"Cluster_1152","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00471_+_+_HO_5096_0412_00472_+_+_CO_F","S0385_+_+_S0385_00602_+_+_S0385_00603_+_+_CO_F"
"Cluster_2220","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00272_+_+_Newman_00273_+_+_DT","","","S0385_+_+_S0385_00333_+_+_S0385_00334_+_+_DT"
"Cluster_2523","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01520_+_+_MRSA252_01521_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01445_+_+_HO_5096_0412_01446_+_+_CO_R",""
"Cluster_721","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_00410_+_+_MRSA252_00411_+_+_CO_F","","S0385_+_+_S0385_00494_+_+_S0385_00495_+_+_CO_F"
"Cluster_663","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01824_+_+_Newman_01825_+_+_CO_R","MRSA252_+_+_MRSA252_01898_+_+_MRSA252_01899_+_+_CO_R","",""
"Cluster_1930","","","2","3","1.5","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01440_+_+_HO_5096_0412_01441_+_+_CO_R","S0385_+_+_S0385_00374_+_+_S0385_00375_+_+_CO_F	S0385_+_+_S0385_01547_+_+_S0385_01548_+_+_CO_R"
"Cluster_2615","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01548_+_+_MRSA252_01549_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01470_+_+_HO_5096_0412_01471_+_+_DT",""
"Cluster_968","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02278_+_+_MRSA252_02279_+_+_CO_R","","S0385_+_+_S0385_02260_+_+_S0385_02261_+_+_CO_R"
"Cluster_1989","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02169_+_+_Newman_02170_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02098_+_+_HO_5096_0412_02099_+_+_CO_R",""
"Cluster_1970","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01827_+_+_Newman_01828_+_+_CO_R","MRSA252_+_+_MRSA252_01904_+_+_MRSA252_01905_+_+_CO_R","",""
"Cluster_1020","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00138_+_+_Newman_00139_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_00163_+_+_HO_5096_0412_00164_+_+_CO_R",""
"Cluster_452","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02632_+_+_Newman_02633_+_+_DP","","","S0385_+_+_S0385_02618_+_+_S0385_02619_+_+_DP"
"Cluster_1062","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02409_+_+_MRSA252_02410_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02322_+_+_HO_5096_0412_02323_+_+_DP",""
"Cluster_1677","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02300_+_+_Newman_02301_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_01944_+_+_HO_5096_0412_01945_+_+_CO_F",""
"Cluster_2094","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01134_+_+_MRSA252_01135_+_+_CO_R","","S0385_+_+_S0385_01185_+_+_S0385_01186_+_+_CO_R"
"Cluster_665","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00312_+_+_S0385_00313_+_+_CO_F"
"Cluster_2466","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00685_+_+_MRSA252_00686_+_+_CO_F","",""
"Cluster_2604","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00987_+_+_S0385_00988_+_+_CO_R"
"Cluster_495","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00637_+_+_MRSA252_00638_+_+_CO_F","",""
"Cluster_1951","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01477_+_+_HO_5096_0412_01478_+_+_DP",""
"Cluster_2368","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01923_+_+_S0385_01924_+_+_CO_F"
"Cluster_2374","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00075_+_+_HO_5096_0412_00076_+_+_CO_F",""
"Cluster_2573","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01889_+_+_S0385_01890_+_+_CO_R"
"Cluster_283","","","1","1","1","","","","","","","","","Newman_+_+_Newman_02007_+_+_Newman_02008_+_+_DP","","",""
"Cluster_1780","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01882_+_+_MRSA252_01883_+_+_DT","",""
"Cluster_2396","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00049_+_+_Newman_00050_+_+_CO_F","","",""
"Cluster_577","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01760_+_+_HO_5096_0412_01761_+_+_DP",""
"Cluster_197","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00247_+_+_Newman_00248_+_+_CO_F","","",""
"Cluster_1318","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_02630_+_+_HO_5096_0412_02631_+_+_DT",""
"Cluster_75","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00038_+_+_MRSA252_00039_+_+_CO_F","",""
"Cluster_658","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02313_+_+_S0385_02314_+_+_DT"
"Cluster_967","","","1","1","1","","","","","","","","","Newman_+_+_Newman_02818_+_+_Newman_02819_+_+_DP","","",""
"Cluster_2367","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01518_+_+_S0385_01519_+_+_CO_R"
"Cluster_79","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00070_+_+_MRSA252_00071_+_+_CO_R","",""
"Cluster_1744","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00337_+_+_HO_5096_0412_00338_+_+_DP",""
"Cluster_581","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01606_+_+_MRSA252_01607_+_+_DT","",""
"Cluster_1773","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01902_+_+_MRSA252_01903_+_+_CO_R","",""
"Cluster_2084","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02615_+_+_MRSA252_02616_+_+_CO_R","",""
"Cluster_83","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00022_+_+_S0385_00023_+_+_CO_F"
"Cluster_837","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02806_+_+_S0385_02807_+_+_CO_R"
"Cluster_1065","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02783_+_+_S0385_02784_+_+_CO_R"
"Cluster_2454","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01672_+_+_MRSA252_01673_+_+_CO_R","",""
"Cluster_324","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00559_+_+_HO_5096_0412_00560_+_+_CO_F",""
"Cluster_184","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00098_+_+_S0385_00099_+_+_CO_F"
"Cluster_2628","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02444_+_+_MRSA252_02445_+_+_CO_R","",""
"Cluster_2456","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01209_+_+_S0385_01210_+_+_CO_F"
"Cluster_2397","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00326_+_+_Newman_00327_+_+_CO_F","","",""
"Cluster_784","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00992_+_+_S0385_00993_+_+_CO_R"
"Cluster_53","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01157_+_+_Newman_01158_+_+_DT","","",""
"Cluster_8","","","1","1","1","","","","","","","","","Newman_+_+_Newman_02256_+_+_Newman_02258_+_+_DT","","",""
"Cluster_2602","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01893_+_+_MRSA252_01894_+_+_DP","",""
"Cluster_785","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02178_+_+_S0385_02179_+_+_CO_R"
"Cluster_78","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00474_+_+_HO_5096_0412_00475_+_+_DT",""
"Cluster_274","","","1","2","2","","","","","","","","","","MRSA252_+_+_MRSA252_00050_+_+_MRSA252_00051_+_+_DP	MRSA252_+_+_MRSA252_01726_+_+_MRSA252_01727_+_+_DP","",""
"Cluster_2306","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01566_+_+_MRSA252_01567_+_+_DT","",""
"Cluster_1825","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01480_+_+_HO_5096_0412_01481_+_+_CO_R",""
"Cluster_763","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00690_+_+_MRSA252_00691_+_+_DP","",""
"Cluster_73","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00796_+_+_Newman_00797_+_+_CO_F","","",""
"Cluster_97","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02601_+_+_MRSA252_02602_+_+_CO_R","",""
"Cluster_127","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00756_+_+_Newman_00757_+_+_CO_F","","",""
"Cluster_1962","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00713_+_+_MRSA252_00714_+_+_DP","",""
"Cluster_717","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00094_+_+_Newman_00095_+_+_DT","","",""
"Cluster_34","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01928_+_+_S0385_01929_+_+_CO_F"
"Cluster_1056","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00186_+_+_MRSA252_00187_+_+_CO_R","",""
"Cluster_9","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00380_+_+_MRSA252_00381_+_+_DT","",""
"Cluster_1300","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00479_+_+_S0385_00480_+_+_CO_F"
"Cluster_716","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_02558_+_+_HO_5096_0412_02559_+_+_DP",""
"Cluster_929","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01217_+_+_S0385_01218_+_+_CO_F"
"Cluster_1573","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00039_+_+_Newman_00040_+_+_DP","","",""
"Cluster_2541","","","1","2","2","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01171_+_+_HO_5096_0412_01172_+_+_CO_R	HO_5096_0412_+_+_HO_5096_0412_01779_+_+_HO_5096_0412_01780_+_+_CO_F",""
"Cluster_1160","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00045_+_+_S0385_00046_+_+_DP"
"Cluster_228","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00099_+_+_S0385_00100_+_+_CO_F"
"Cluster_2152","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00279_+_+_Newman_00280_+_+_DT","","",""
"Cluster_163","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02206_+_+_MRSA252_02207_+_+_DT","",""
"Cluster_1622","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_02665_+_+_HO_5096_0412_02666_+_+_DT",""
"Cluster_124","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01160_+_+_Newman_01161_+_+_DP","","",""
"Cluster_2349","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00047_+_+_HO_5096_0412_00048_+_+_CO_F",""
"Cluster_2048","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00103_+_+_S0385_00104_+_+_DP"
"Cluster_1116","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01886_+_+_S0385_01887_+_+_DT"
"Cluster_1544","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02775_+_+_MRSA252_02776_+_+_CO_R","",""
"Cluster_2351","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02404_+_+_MRSA252_02405_+_+_CO_R","",""
"Cluster_1964","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02243_+_+_S0385_02244_+_+_CO_R"
"Cluster_1605","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00046_+_+_HO_5096_0412_00047_+_+_DP",""
"Cluster_1792","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00258_+_+_MRSA252_00259_+_+_DP","",""
"Cluster_2193","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00721_+_+_MRSA252_00722_+_+_DP","",""
"Cluster_2439","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01235_+_+_S0385_01236_+_+_CO_F"
"Cluster_985","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00605_+_+_S0385_00606_+_+_DT"
"Cluster_235","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01793_+_+_Newman_01794_+_+_CO_F","","",""
"Cluster_1400","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00100_+_+_MRSA252_00101_+_+_CO_F","",""
"Cluster_1517","","","1","2","2","","","","","","","","","Newman_+_+_Newman_01099_+_+_Newman_01100_+_+_CO_F	Newman_+_+_Newman_01957_+_+_Newman_01958_+_+_CO_R","","",""
"Cluster_2139","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01813_+_+_HO_5096_0412_01814_+_+_CO_F",""
"Cluster_359","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01579_+_+_MRSA252_01580_+_+_CO_R","",""
"Cluster_27","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01941_+_+_MRSA252_01942_+_+_CO_R","",""
"Cluster_678","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01743_+_+_S0385_01744_+_+_CO_R"
"Cluster_830","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01808_+_+_HO_5096_0412_01809_+_+_DT",""
"Cluster_2587","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00327_+_+_Newman_00328_+_+_CO_F","","",""
"Cluster_2620","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00057_+_+_S0385_00058_+_+_DT"
"Cluster_1574","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00452_+_+_Newman_00453_+_+_CO_F","","",""
"Cluster_2289","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00047_+_+_S0385_00048_+_+_DP"
"Cluster_1924","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00708_+_+_MRSA252_00709_+_+_CO_F","",""
"Cluster_948","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01375_+_+_S0385_01376_+_+_CO_F"
"Cluster_2270","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00102_+_+_MRSA252_00103_+_+_CO_F","",""
"Cluster_150","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00552_+_+_S0385_00553_+_+_CO_F"
"Cluster_368","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00361_+_+_Newman_00362_+_+_DP","","",""
"Cluster_613","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01801_+_+_Newman_01803_+_+_CO_R","","",""
"Cluster_2352","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00037_+_+_Newman_00038_+_+_DT","","",""
"Cluster_649","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00426_+_+_Newman_00427_+_+_CO_F","","",""
"Cluster_2400","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02583_+_+_S0385_02584_+_+_DP"
"Cluster_2664","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01898_+_+_S0385_01899_+_+_CO_R"
"Cluster_595","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00694_+_+_MRSA252_00695_+_+_CO_F","",""
"Cluster_506","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01374_+_+_S0385_01375_+_+_CO_F"
"Cluster_496","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01303_+_+_MRSA252_01304_+_+_DP","",""
"Cluster_944","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00087_+_+_MRSA252_00088_+_+_CO_F","",""
"Cluster_58","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00881_+_+_S0385_00883_+_+_CO_F"
"Cluster_754","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00482_+_+_S0385_00483_+_+_CO_F"
"Cluster_1646","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01658_+_+_Newman_01659_+_+_CO_R","","",""
"Cluster_366","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01655_+_+_MRSA252_01656_+_+_CO_R","",""
"Cluster_1490","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00179_+_+_HO_5096_0412_00180_+_+_CO_R",""
"Cluster_1845","","","1","1","1","","","","","","","","","Newman_+_+_Newman_02522_+_+_Newman_02523_+_+_CO_R","","",""
"Cluster_2455","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01195_+_+_Newman_01196_+_+_DT","","",""
"Cluster_2265","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00471_+_+_S0385_00472_+_+_CO_R"
"Cluster_904","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02612_+_+_MRSA252_02613_+_+_DP","",""
"Cluster_2437","","","1","2","2","","","","","","","","","Newman_+_+_Newman_01112_+_+_Newman_01113_+_+_CO_F	Newman_+_+_Newman_01944_+_+_Newman_01945_+_+_CO_R","","",""
"Cluster_1028","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00223_+_+_Newman_00224_+_+_DP","","",""
"Cluster_1069","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00526_+_+_S0385_00527_+_+_CO_F"
"Cluster_1188","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02597_+_+_S0385_02598_+_+_CO_R"
"Cluster_1972","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01405_+_+_S0385_01406_+_+_CO_R"
"Cluster_1436","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01185_+_+_MRSA252_01186_+_+_DP","",""
"Cluster_549","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01828_+_+_HO_5096_0412_01829_+_+_CO_R",""
"Cluster_2621","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00073_+_+_S0385_00074_+_+_CO_F"
"Cluster_2143","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00135_+_+_MRSA252_00136_+_+_DT","",""
"Cluster_2708","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00033_+_+_Newman_00034_+_+_CO_F","","",""
"Cluster_2079","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01164_+_+_MRSA252_01165_+_+_DT","",""
"Cluster_2203","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01429_+_+_S0385_01430_+_+_DT"
"Cluster_2233","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00053_+_+_S0385_00054_+_+_CO_F"
"Cluster_303","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00100_+_+_S0385_00101_+_+_DT"
"Cluster_232","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00222_+_+_Newman_00223_+_+_CO_R","","",""
"Cluster_200","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01049_+_+_MRSA252_01051_+_+_CO_R","",""
"Cluster_895","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00749_+_+_MRSA252_00750_+_+_CO_F","",""
"Cluster_231","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00532_+_+_Newman_00533_+_+_DT","","",""
"Cluster_2420","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00511_+_+_S0385_00512_+_+_CO_F"
"Cluster_325","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01593_+_+_HO_5096_0412_01594_+_+_CO_R",""
"Cluster_1760","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01412_+_+_HO_5096_0412_01413_+_+_CO_R",""
"Cluster_51","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01850_+_+_HO_5096_0412_01851_+_+_CO_R",""
"Cluster_475","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00048_+_+_HO_5096_0412_00049_+_+_CO_F",""
"Cluster_485","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00423_+_+_Newman_00424_+_+_CO_F","","",""
"Cluster_1481","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01884_+_+_MRSA252_01885_+_+_CO_R","",""
"Cluster_426","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01823_+_+_MRSA252_01824_+_+_CO_R","",""
"Cluster_575","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01003_+_+_MRSA252_01004_+_+_DP","",""
"Cluster_427","","","1","1","1","","","","","","","","","Newman_+_+_Newman_00422_+_+_Newman_00423_+_+_CO_F","","",""
"Cluster_2588","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01995_+_+_Newman_01996_+_+_CO_F","","",""
"Cluster_1275","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01001_+_+_S0385_01002_+_+_DT"
"Cluster_311","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01795_+_+_S0385_01796_+_+_DT"
"Cluster_854","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00224_+_+_S0385_00225_+_+_DT"
"Cluster_195","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00964_+_+_S0385_00965_+_+_DT"
"Cluster_2350","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00928_+_+_MRSA252_00929_+_+_DT","",""
"Cluster_313","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00979_+_+_S0385_00980_+_+_DP"
"Cluster_457","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01339_+_+_S0385_01340_+_+_DT"
"Cluster_1161","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02595_+_+_S0385_02596_+_+_CO_R"
"Cluster_1694","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_01306_+_+_MRSA252_01307_+_+_CO_F","",""
"Cluster_1953","","","1","2","2","","","","","","","","","","MRSA252_+_+_MRSA252_00051_+_+_MRSA252_00052_+_+_DT	MRSA252_+_+_MRSA252_01727_+_+_MRSA252_01728_+_+_DT","",""
"Cluster_1830","","","1","1","1","","","","","","","","","Newman_+_+_Newman_01064_+_+_Newman_01065_+_+_DP","","",""
"Cluster_516","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_02468_+_+_HO_5096_0412_02469_+_+_CO_R",""
"Cluster_1883","","","1","1","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01259_+_+_HO_5096_0412_01260_+_+_CO_F",""
"Cluster_782","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00706_+_+_S0385_00707_+_+_CO_F"
"Cluster_835","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_02131_+_+_S0385_02132_+_+_DT"
"Cluster_402","","","1","1","1","","","","","","","","","Newman_+_+_Newman_02823_+_+_Newman_02824_+_+_DP","","",""
"Cluster_52","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_02025_+_+_MRSA252_02026_+_+_CO_R","",""
"Cluster_250","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00076_+_+_MRSA252_00077_+_+_DT","",""
"Cluster_1732","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_01905_+_+_S0385_01906_+_+_CO_R"
"Cluster_778","","","1","1","1","","","","","","","","","Newman_+_+_Newman_02592_+_+_Newman_02593_+_+_DP","","",""
"Cluster_812","","","1","1","1","","","","","","","","","","MRSA252_+_+_MRSA252_00958_+_+_MRSA252_00959_+_+_DP","",""
"Cluster_1575","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00988_+_+_S0385_00989_+_+_CO_R"
"Cluster_2301","","","1","1","1","","","","","","","","","","","","S0385_+_+_S0385_00509_+_+_S0385_00510_+_+_CO_F"
