Gene,Id_1,Id_2,SNPs,Sites,Length,Nuc_identity,Length_identity
Cluster_351_aligned,HO_5096_0412_+_+_HO_5096_0412_00971_+_+_HO_5096_0412_00972_+_+_CO_R,S0385_+_+_S0385_01113_+_+_S0385_01114_+_+_CO_R,6,481,481,0.98266632016632,0.999306999306999
Cluster_1984_aligned,HO_5096_0412_+_+_HO_5096_0412_01205_+_+_HO_5096_0412_01206_+_+_CO_F,Newman_+_+_Newman_01317_+_+_Newman_01318_+_+_CO_F,0,120,120,1,1
Cluster_1721_aligned,HO_5096_0412_+_+_HO_5096_0412_00579_+_+_HO_5096_0412_00580_+_+_DP,S0385_+_+_S0385_00717_+_+_S0385_00718_+_+_DP,2,154,154,0.987012987012987,1
Cluster_2156_aligned,HO_5096_0412_+_+_HO_5096_0412_00066_+_+_HO_5096_0412_00067_+_+_DP,Newman_+_+_Newman_00041_+_+_Newman_00042_+_+_DP,0,99,99,1,1
Cluster_1874_aligned,HO_5096_0412_+_+_HO_5096_0412_02395_+_+_HO_5096_0412_02396_+_+_DP,S0385_+_+_S0385_02464_+_+_S0385_02465_+_+_DP,0,135,135,0.997530864197531,1
Cluster_673_aligned,HO_5096_0412_+_+_HO_5096_0412_00306_+_+_HO_5096_0412_00307_+_+_DP,MRSA252_+_+_MRSA252_00332_+_+_MRSA252_00333_+_+_DP,23,359,360,0.935933147632312,0.997222222222222
Cluster_1985_aligned,HO_5096_0412_+_+_HO_5096_0412_01242_+_+_HO_5096_0412_01243_+_+_CO_F,S0385_+_+_S0385_01367_+_+_S0385_01368_+_+_CO_F,1,120,120,0.994444444444444,1
Cluster_761_aligned,Newman_+_+_Newman_00697_+_+_Newman_00698_+_+_CO_F,HO_5096_0412_+_+_HO_5096_0412_00631_+_+_HO_5096_0412_00632_+_+_CO_F,22,331,342,0.933534743202417,0.967836257309941
Cluster_1061_aligned,HO_5096_0412_+_+_HO_5096_0412_02231_+_+_HO_5096_0412_02232_+_+_CO_R,S0385_+_+_S0385_02296_+_+_S0385_02297_+_+_CO_R,5,265,265,0.977358490566038,1
Cluster_582_aligned,S0385_+_+_S0385_00227_+_+_S0385_00228_+_+_CO_F,Newman_+_+_Newman_00156_+_+_Newman_00157_+_+_CO_F,13,381,385,0.969429214018405,0.991341991341991
Cluster_2662_aligned,HO_5096_0412_+_+_HO_5096_0412_02191_+_+_HO_5096_0412_02192_+_+_CO_F,S0385_+_+_S0385_02256_+_+_S0385_02257_+_+_CO_F,0,34,34,1,1
Cluster_1249_aligned,MRSA252_+_+_MRSA252_02467_+_+_MRSA252_02468_+_+_CO_R,S0385_+_+_S0385_02445_+_+_S0385_02446_+_+_CO_R,15,230,232,0.923295062425497,0.992816091954023
Cluster_2191_aligned,HO_5096_0412_+_+_HO_5096_0412_01360_+_+_HO_5096_0412_01361_+_+_CO_R,S0385_+_+_S0385_01466_+_+_S0385_01467_+_+_CO_R,2,94,94,0.98936170212766,1
Cluster_1079_aligned,HO_5096_0412_+_+_HO_5096_0412_01090_+_+_HO_5096_0412_01091_+_+_DT,S0385_+_+_S0385_01229_+_+_S0385_01230_+_+_DT,3,262,262,0.963104325699745,1
Cluster_1566_aligned,HO_5096_0412_+_+_HO_5096_0412_01244_+_+_HO_5096_0412_01245_+_+_CO_F,S0385_+_+_S0385_01369_+_+_S0385_01370_+_+_CO_F,0,178,178,0.99812734082397,1
Cluster_2346_aligned,Newman_+_+_Newman_01103_+_+_Newman_01104_+_+_CO_F,Newman_+_+_Newman_01953_+_+_Newman_01954_+_+_CO_R_+_+_R,0,72,72,1,1
Cluster_132_aligned,HO_5096_0412_+_+_HO_5096_0412_02293_+_+_HO_5096_0412_02294_+_+_DT,S0385_+_+_S0385_02359_+_+_S0385_02360_+_+_DT,40,653,655,0.938744257274119,0.996946564885496
Cluster_2639_aligned,HO_5096_0412_+_+_HO_5096_0412_01351_+_+_HO_5096_0412_01352_+_+_CO_R,S0385_+_+_S0385_01459_+_+_S0385_01460_+_+_CO_R,0,37,37,1,1
Cluster_1530_aligned,MRSA252_+_+_MRSA252_02154_+_+_MRSA252_02155_+_+_CO_R,S0385_+_+_S0385_02123_+_+_S0385_02124_+_+_CO_R,0,183,183,0.97985347985348,0.996357012750455
Cluster_2690_aligned,HO_5096_0412_+_+_HO_5096_0412_02264_+_+_HO_5096_0412_02265_+_+_CO_R,S0385_+_+_S0385_02330_+_+_S0385_02331_+_+_CO_R,0,31,31,1,1
Cluster_2659_aligned,HO_5096_0412_+_+_HO_5096_0412_01286_+_+_HO_5096_0412_01287_+_+_CO_F,S0385_+_+_S0385_02081_+_+_S0385_02082_+_+_CO_R_+_+_R,0,34,34,1,1
Cluster_1820_aligned,HO_5096_0412_+_+_HO_5096_0412_02509_+_+_HO_5096_0412_02510_+_+_CO_R,S0385_+_+_S0385_02571_+_+_S0385_02572_+_+_CO_R,0,142,142,1,1
Cluster_857_aligned,Newman_+_+_Newman_01808_+_+_Newman_01809_+_+_DP,S0385_+_+_S0385_01885_+_+_S0385_01886_+_+_DP,3,311,311,0.970983300487501,0.998392282958199
Cluster_1029_aligned,S0385_+_+_S0385_02100_+_+_S0385_02101_+_+_DT,MRSA252_+_+_MRSA252_02063_+_+_MRSA252_02064_+_+_DT,17,247,270,0.931174089068826,0.914814814814815
Cluster_910_aligned,Newman_+_+_Newman_01288_+_+_Newman_01289_+_+_DT,S0385_+_+_S0385_01312_+_+_S0385_01313_+_+_DT,10,295,297,0.959241323648103,0.991582491582492
Cluster_1234_aligned,S0385_+_+_S0385_00783_+_+_S0385_00784_+_+_DP,Newman_+_+_Newman_00711_+_+_Newman_00712_+_+_DP,0,226,234,1,0.965811965811966
Cluster_1030_aligned,HO_5096_0412_+_+_HO_5096_0412_00685_+_+_HO_5096_0412_00686_+_+_CO_R,S0385_+_+_S0385_00822_+_+_S0385_00823_+_+_CO_R,13,269,269,0.957868649318463,1
Cluster_249_aligned,S0385_+_+_S0385_02069_+_+_S0385_02070_+_+_CO_R,HO_5096_0412_+_+_HO_5096_0412_01964_+_+_HO_5096_0412_01965_+_+_CO_R,5,506,546,0.990118577075099,0.926739926739927
Cluster_2179_aligned,HO_5096_0412_+_+_HO_5096_0412_00033_+_+_HO_5096_0412_00034_+_+_CO_F,S0385_+_+_S0385_00043_+_+_S0385_00044_+_+_CO_F,0,96,96,1,1
Cluster_1689_aligned,HO_5096_0412_+_+_HO_5096_0412_02742_+_+_HO_5096_0412_02743_+_+_DT,S0385_+_+_S0385_02791_+_+_S0385_02792_+_+_DT,4,160,160,0.975,1
Cluster_2229_aligned,HO_5096_0412_+_+_HO_5096_0412_01935_+_+_HO_5096_0412_01936_+_+_DT,S0385_+_+_S0385_02041_+_+_S0385_02042_+_+_DT,1,88,88,0.988636363636364,1
Cluster_1341_aligned,HO_5096_0412_+_+_HO_5096_0412_01920_+_+_HO_5096_0412_01921_+_+_CO_R,S0385_+_+_S0385_02026_+_+_S0385_02027_+_+_CO_R,2,216,216,0.992283950617284,1
Cluster_2086_aligned,HO_5096_0412_+_+_HO_5096_0412_00313_+_+_HO_5096_0412_00314_+_+_CO_R,S0385_+_+_S0385_00428_+_+_S0385_00429_+_+_CO_R,7,108,108,0.935185185185185,1
Cluster_1175_aligned,HO_5096_0412_+_+_HO_5096_0412_02295_+_+_HO_5096_0412_02296_+_+_CO_F,S0385_+_+_S0385_02361_+_+_S0385_02362_+_+_CO_F,10,244,244,0.963114754098361,1
Cluster_661_aligned,HO_5096_0412_+_+_HO_5096_0412_02596_+_+_HO_5096_0412_02597_+_+_DP,MRSA252_+_+_MRSA252_02672_+_+_MRSA252_02673_+_+_DP,7,362,362,0.980662983425414,1
Cluster_2207_aligned,Newman_+_+_Newman_02820_+_+_Newman_02821_+_+_CO_F,S0385_+_+_S0385_02800_+_+_S0385_02801_+_+_CO_F,7,91,92,0.934065934065934,0.989130434782609
Cluster_1404_aligned,HO_5096_0412_+_+_HO_5096_0412_01255_+_+_HO_5096_0412_01256_+_+_DP,S0385_+_+_S0385_01379_+_+_S0385_01380_+_+_DP,0,205,205,0.995121951219512,1
Cluster_2071_aligned,HO_5096_0412_+_+_HO_5096_0412_02515_+_+_HO_5096_0412_02516_+_+_DT,S0385_+_+_S0385_02577_+_+_S0385_02578_+_+_DT,3,111,111,0.96996996996997,1
Cluster_593_aligned,MRSA252_+_+_MRSA252_01194_+_+_MRSA252_01195_+_+_DT,S0385_+_+_S0385_01246_+_+_S0385_01247_+_+_DT,8,379,381,0.978479090815289,0.976377952755905
Cluster_1_aligned,S0385_+_+_S0385_00462_+_+_S0385_00463_+_+_CO_R,Newman_+_+_Newman_00403_+_+_Newman_00404_+_+_CO_R,45,974,995,0.953798767967146,0.978894472361809
Cluster_2209_aligned,HO_5096_0412_+_+_HO_5096_0412_01392_+_+_HO_5096_0412_01393_+_+_CO_R,S0385_+_+_S0385_01498_+_+_S0385_01499_+_+_CO_R,0,91,91,1,1
Cluster_2165_aligned,HO_5096_0412_+_+_HO_5096_0412_00597_+_+_HO_5096_0412_00598_+_+_CO_F,S0385_+_+_S0385_00735_+_+_S0385_00736_+_+_CO_F,0,98,98,1,1
Cluster_1638_aligned,HO_5096_0412_+_+_HO_5096_0412_02501_+_+_HO_5096_0412_02502_+_+_DT,S0385_+_+_S0385_02563_+_+_S0385_02564_+_+_DT,2,167,167,0.982035928143713,1
Cluster_1538_aligned,HO_5096_0412_+_+_HO_5096_0412_02066_+_+_HO_5096_0412_02067_+_+_DP,S0385_+_+_S0385_02116_+_+_S0385_02117_+_+_DP,3,181,181,0.987108655616943,1
Cluster_940_aligned,HO_5096_0412_+_+_HO_5096_0412_00366_+_+_HO_5096_0412_00367_+_+_CO_F,S0385_+_+_S0385_00493_+_+_S0385_00494_+_+_CO_F,5,286,289,0.984290100143759,0.991349480968858
Cluster_1684_aligned,HO_5096_0412_+_+_HO_5096_0412_01619_+_+_HO_5096_0412_01620_+_+_DT,S0385_+_+_S0385_01722_+_+_S0385_01723_+_+_DT,6,160,160,0.966666666666667,1
Cluster_1168_aligned,MRSA252_+_+_MRSA252_02738_+_+_MRSA252_02739_+_+_CO_R,S0385_+_+_S0385_02717_+_+_S0385_02718_+_+_CO_R,12,246,246,0.947071511531442,0.998644986449865
Cluster_430_aligned,MRSA252_+_+_MRSA252_02291_+_+_MRSA252_02292_+_+_CO_R,MRSA252_+_+_MRSA252_00467_+_+_MRSA252_00468_+_+_CO_F_+_+_R,6,427,443,0.985948477751756,0.963882618510158
Cluster_902_aligned,Newman_+_+_Newman_00394_+_+_Newman_00395_+_+_DP,S0385_+_+_S0385_00453_+_+_S0385_00454_+_+_DP,11,293,299,0.964732650739477,0.979933110367893
Cluster_2237_aligned,HO_5096_0412_+_+_HO_5096_0412_00761_+_+_HO_5096_0412_00762_+_+_CO_R,S0385_+_+_S0385_00896_+_+_S0385_00897_+_+_CO_R,4,87,87,0.977011494252874,1
Cluster_1615_aligned,HO_5096_0412_+_+_HO_5096_0412_01396_+_+_HO_5096_0412_01397_+_+_CO_R,S0385_+_+_S0385_01502_+_+_S0385_01503_+_+_CO_R,1,170,170,0.996078431372549,1
Cluster_614_aligned,HO_5096_0412_+_+_HO_5096_0412_00203_+_+_HO_5096_0412_00204_+_+_DP,S0385_+_+_S0385_00249_+_+_S0385_00250_+_+_DP,13,373,373,0.966487935656836,1
Cluster_1861_aligned,HO_5096_0412_+_+_HO_5096_0412_00502_+_+_HO_5096_0412_00503_+_+_CO_F,S0385_+_+_S0385_00633_+_+_S0385_00634_+_+_CO_F,1,136,136,0.995098039215686,1
Cluster_2696_aligned,HO_5096_0412_+_+_HO_5096_0412_01161_+_+_HO_5096_0412_01162_+_+_CO_F,S0385_+_+_S0385_01303_+_+_S0385_01304_+_+_CO_F,0,30,30,1,1
Cluster_476_aligned,HO_5096_0412_+_+_HO_5096_0412_00701_+_+_HO_5096_0412_00702_+_+_CO_F,S0385_+_+_S0385_00837_+_+_S0385_00838_+_+_CO_F,15,424,424,0.963836477987421,1
Cluster_875_aligned,MRSA252_+_+_MRSA252_02313_+_+_MRSA252_02314_+_+_CO_R,S0385_+_+_S0385_02293_+_+_S0385_02294_+_+_CO_R,3,307,307,0.973866854016308,0.997828447339848
Cluster_1118_aligned,HO_5096_0412_+_+_HO_5096_0412_01159_+_+_HO_5096_0412_01160_+_+_CO_F,S0385_+_+_S0385_01301_+_+_S0385_01302_+_+_CO_F,1,255,256,0.993484477124183,0.997395833333333
Cluster_1841_aligned,HO_5096_0412_+_+_HO_5096_0412_02482_+_+_HO_5096_0412_02483_+_+_DT,S0385_+_+_S0385_02546_+_+_S0385_02547_+_+_DT,3,138,139,0.975967052445,0.997601918465228
Cluster_1593_aligned,HO_5096_0412_+_+_HO_5096_0412_00656_+_+_HO_5096_0412_00657_+_+_CO_F,S0385_+_+_S0385_00793_+_+_S0385_00794_+_+_CO_F,5,173,173,0.976878612716763,1
Cluster_2037_aligned,HO_5096_0412_+_+_HO_5096_0412_01707_+_+_HO_5096_0412_01708_+_+_CO_F,S0385_+_+_S0385_01810_+_+_S0385_01811_+_+_CO_F,3,113,114,0.973528955131191,0.994152046783626
Cluster_1746_aligned,HO_5096_0412_+_+_HO_5096_0412_01403_+_+_HO_5096_0412_01404_+_+_CO_R,S0385_+_+_S0385_01509_+_+_S0385_01510_+_+_CO_R,0,152,152,1,1
Cluster_2008_aligned,Newman_+_+_Newman_02809_+_+_Newman_02810_+_+_DT,S0385_+_+_S0385_02788_+_+_S0385_02789_+_+_DT,1,118,118,0.991525423728814,1
Cluster_1558_aligned,HO_5096_0412_+_+_HO_5096_0412_02544_+_+_HO_5096_0412_02545_+_+_CO_R,S0385_+_+_S0385_02603_+_+_S0385_02604_+_+_CO_R,1,179,179,0.990689013035382,1
Cluster_1485_aligned,HO_5096_0412_+_+_HO_5096_0412_01227_+_+_HO_5096_0412_01228_+_+_DP,S0385_+_+_S0385_01352_+_+_S0385_01353_+_+_DP,0,190,190,1,1
Cluster_1537_aligned,HO_5096_0412_+_+_HO_5096_0412_01139_+_+_HO_5096_0412_01140_+_+_CO_F,S0385_+_+_S0385_01281_+_+_S0385_01282_+_+_CO_F,0,181,181,0.996316758747698,1
Cluster_2322_aligned,MRSA252_+_+_MRSA252_02140_+_+_MRSA252_02141_+_+_CO_R,S0385_+_+_S0385_02109_+_+_S0385_02110_+_+_CO_R,1,75,75,0.986666666666667,1
Cluster_1672_aligned,HO_5096_0412_+_+_HO_5096_0412_01660_+_+_HO_5096_0412_01661_+_+_CO_R,S0385_+_+_S0385_01763_+_+_S0385_01764_+_+_CO_R,0,162,162,1,1
Cluster_307_aligned,HO_5096_0412_+_+_HO_5096_0412_00537_+_+_HO_5096_0412_00538_+_+_CO_R,Newman_+_+_Newman_00595_+_+_Newman_00596_+_+_CO_R,3,506,506,0.994071146245059,1
Cluster_1254_aligned,HO_5096_0412_+_+_HO_5096_0412_02483_+_+_HO_5096_0412_02484_+_+_DP,S0385_+_+_S0385_02547_+_+_S0385_02548_+_+_DP,1,231,231,0.991341991341991,1
Cluster_1778_aligned,HO_5096_0412_+_+_HO_5096_0412_02574_+_+_HO_5096_0412_02575_+_+_DT,S0385_+_+_S0385_02633_+_+_S0385_02634_+_+_DT,8,143,148,0.944055944055944,0.966216216216216
Cluster_1438_aligned,HO_5096_0412_+_+_HO_5096_0412_01768_+_+_HO_5096_0412_01769_+_+_DP,S0385_+_+_S0385_01865_+_+_S0385_01866_+_+_DP,1,198,198,0.996632996632997,1
Cluster_1904_aligned,Newman_+_+_Newman_02656_+_+_Newman_02657_+_+_CO_R,S0385_+_+_S0385_02640_+_+_S0385_02641_+_+_CO_R,2,132,132,0.967171717171717,0.939393939393939
Cluster_2590_aligned,HO_5096_0412_+_+_HO_5096_0412_01700_+_+_HO_5096_0412_01701_+_+_CO_R,S0385_+_+_S0385_01803_+_+_S0385_01804_+_+_CO_R,0,43,43,0.984496124031008,1
Cluster_906_aligned,HO_5096_0412_+_+_HO_5096_0412_01771_+_+_HO_5096_0412_01772_+_+_DP,S0385_+_+_S0385_01868_+_+_S0385_01869_+_+_DP,9,297,297,0.952861952861953,1
Cluster_1790_aligned,HO_5096_0412_+_+_HO_5096_0412_01187_+_+_HO_5096_0412_01188_+_+_CO_F,S0385_+_+_S0385_01327_+_+_S0385_01328_+_+_CO_F,3,146,146,0.984018264840183,1
Cluster_2546_aligned,HO_5096_0412_+_+_HO_5096_0412_01681_+_+_HO_5096_0412_01682_+_+_CO_R,S0385_+_+_S0385_01784_+_+_S0385_01785_+_+_CO_R,1,48,48,0.979166666666667,1
Cluster_2697_aligned,HO_5096_0412_+_+_HO_5096_0412_01359_+_+_HO_5096_0412_01360_+_+_CO_R,S0385_+_+_S0385_01465_+_+_S0385_01466_+_+_CO_R,0,30,30,0.988888888888889,1
Cluster_666_aligned,HO_5096_0412_+_+_HO_5096_0412_00675_+_+_HO_5096_0412_00676_+_+_CO_F,S0385_+_+_S0385_00812_+_+_S0385_00813_+_+_CO_F,9,358,361,0.975835524916616,0.993536472760849
Cluster_463_aligned,MRSA252_+_+_MRSA252_00019_+_+_MRSA252_00020_+_+_CO_F,S0385_+_+_S0385_00020_+_+_S0385_00021_+_+_CO_F,12,429,429,0.966558104408572,0.999222999222999
Cluster_390_aligned,MRSA252_+_+_MRSA252_02292_+_+_MRSA252_02293_+_+_CO_R,S0385_+_+_S0385_02273_+_+_S0385_02274_+_+_CO_R,21,458,461,0.944003640595815,0.994215473608098
Cluster_562_aligned,Newman_+_+_Newman_02664_+_+_Newman_02665_+_+_CO_F,S0385_+_+_S0385_02648_+_+_S0385_02649_+_+_CO_F,15,387,389,0.967289574398181,0.995715509854327
Cluster_1799_aligned,HO_5096_0412_+_+_HO_5096_0412_00890_+_+_HO_5096_0412_00891_+_+_CO_F,S0385_+_+_S0385_01034_+_+_S0385_01035_+_+_CO_F,7,141,144,0.950521093463856,0.981481481481481
Cluster_70_aligned,HO_5096_0412_+_+_HO_5096_0412_01931_+_+_HO_5096_0412_01932_+_+_CO_R,S0385_+_+_S0385_02037_+_+_S0385_02038_+_+_CO_R,17,710,770,0.964560111647722,0.959090909090909
Cluster_241_aligned,Newman_+_+_Newman_02653_+_+_Newman_02654_+_+_DP,S0385_+_+_S0385_02637_+_+_S0385_02638_+_+_DP,9,548,550,0.986015272182557,0.996969696969697
Cluster_572_aligned,S0385_+_+_S0385_00167_+_+_S0385_00168_+_+_CO_F,MRSA252_+_+_MRSA252_00148_+_+_MRSA252_00149_+_+_CO_F,4,385,386,0.98961038961039,0.99740932642487
Cluster_1932_aligned,MRSA252_+_+_MRSA252_00830_+_+_MRSA252_00831_+_+_CO_F,S0385_+_+_S0385_00878_+_+_S0385_00879_+_+_CO_F,0,128,128,1,1
Cluster_877_aligned,S0385_+_+_S0385_01041_+_+_S0385_01043_+_+_CO_F,Newman_+_+_Newman_00951_+_+_Newman_00953_+_+_CO_F,4,301,307,0.985603543743079,0.980456026058632
Cluster_2232_aligned,MRSA252_+_+_MRSA252_01006_+_+_MRSA252_01007_+_+_DT,Newman_+_+_Newman_00970_+_+_Newman_00971_+_+_DT,2,88,88,0.977272727272727,1
Cluster_1493_aligned,HO_5096_0412_+_+_HO_5096_0412_01109_+_+_HO_5096_0412_01110_+_+_CO_F,S0385_+_+_S0385_01249_+_+_S0385_01250_+_+_CO_F,4,189,189,0.982363315696649,1
Cluster_2208_aligned,S0385_+_+_S0385_00346_+_+_S0385_00347_+_+_CO_F,S0385_+_+_S0385_01575_+_+_S0385_01576_+_+_CO_R_+_+_R,0,92,92,1,1
Cluster_2388_aligned,HO_5096_0412_+_+_HO_5096_0412_00723_+_+_HO_5096_0412_00724_+_+_CO_F,S0385_+_+_S0385_00859_+_+_S0385_00860_+_+_CO_F,0,66,66,1,1
Cluster_1483_aligned,Newman_+_+_Newman_00083_+_+_Newman_00084_+_+_DT,S0385_+_+_S0385_00154_+_+_S0385_00155_+_+_DT,5,190,191,0.973684210526316,0.994764397905759
Cluster_2007_aligned,MRSA252_+_+_MRSA252_00055_+_+_MRSA252_00056_+_+_CO_R,MRSA252_+_+_MRSA252_01731_+_+_MRSA252_01732_+_+_CO_R,0,118,118,1,1
Cluster_1903_aligned,MRSA252_+_+_MRSA252_02125_+_+_MRSA252_02126_+_+_DP,Newman_+_+_Newman_02117_+_+_Newman_02118_+_+_DP,0,132,132,1,1
Cluster_445_aligned,HO_5096_0412_+_+_HO_5096_0412_01120_+_+_HO_5096_0412_01121_+_+_CO_F,S0385_+_+_S0385_01260_+_+_S0385_01261_+_+_CO_F,8,434,434,0.974654377880184,1
Cluster_1739_aligned,HO_5096_0412_+_+_HO_5096_0412_01817_+_+_HO_5096_0412_01818_+_+_CO_R,MRSA252_+_+_MRSA252_01915_+_+_MRSA252_01916_+_+_CO_R,15,153,153,0.901960784313726,1
Cluster_2075_aligned,HO_5096_0412_+_+_HO_5096_0412_00726_+_+_HO_5096_0412_00727_+_+_CO_F,S0385_+_+_S0385_00863_+_+_S0385_00864_+_+_CO_F,1,108,110,0.993827160493827,0.984848484848485
Cluster_2624_aligned,HO_5096_0412_+_+_HO_5096_0412_00280_+_+_HO_5096_0412_00281_+_+_CO_R,S0385_+_+_S0385_00327_+_+_S0385_00328_+_+_CO_R,0,39,39,1,1
Cluster_2167_aligned,HO_5096_0412_+_+_HO_5096_0412_00669_+_+_HO_5096_0412_00670_+_+_CO_R,S0385_+_+_S0385_00806_+_+_S0385_00807_+_+_CO_R,0,98,98,0.996598639455782,1
Cluster_2319_aligned,HO_5096_0412_+_+_HO_5096_0412_01794_+_+_HO_5096_0412_01795_+_+_CO_F,S0385_+_+_S0385_01908_+_+_S0385_01909_+_+_CO_F,0,75,75,1,1
Cluster_2311_aligned,HO_5096_0412_+_+_HO_5096_0412_00138_+_+_HO_5096_0412_00139_+_+_CO_F,S0385_+_+_S0385_00183_+_+_S0385_00184_+_+_CO_F,1,76,76,0.986842105263158,1
Cluster_1032_aligned,HO_5096_0412_+_+_HO_5096_0412_01646_+_+_HO_5096_0412_01647_+_+_CO_R,S0385_+_+_S0385_01749_+_+_S0385_01750_+_+_CO_R,15,261,269,0.963022875655871,0.978934324659232
Cluster_1203_aligned,HO_5096_0412_+_+_HO_5096_0412_02391_+_+_HO_5096_0412_02392_+_+_CO_R,S0385_+_+_S0385_02460_+_+_S0385_02461_+_+_CO_R,2,239,239,0.99442119944212,1
Cluster_11_aligned,HO_5096_0412_+_+_HO_5096_0412_00576_+_+_HO_5096_0412_00577_+_+_CO_R,S0385_+_+_S0385_00714_+_+_S0385_00715_+_+_CO_R,48,947,947,0.951406950326427,0.99964801126364
Cluster_1511_aligned,HO_5096_0412_+_+_HO_5096_0412_02296_+_+_HO_5096_0412_02297_+_+_DT,S0385_+_+_S0385_02362_+_+_S0385_02363_+_+_DT,9,186,186,0.96415770609319,1
Cluster_2052_aligned,HO_5096_0412_+_+_HO_5096_0412_00892_+_+_HO_5096_0412_00893_+_+_DT,S0385_+_+_S0385_01036_+_+_S0385_01037_+_+_DT,0,112,112,1,1
Cluster_552_aligned,MRSA252_+_+_MRSA252_02695_+_+_MRSA252_02696_+_+_DP,S0385_+_+_S0385_02674_+_+_S0385_02675_+_+_DP,3,391,392,0.988917306052856,0.997448979591837
Cluster_1014_aligned,HO_5096_0412_+_+_HO_5096_0412_01630_+_+_HO_5096_0412_01631_+_+_CO_R,S0385_+_+_S0385_01733_+_+_S0385_01734_+_+_CO_R,3,274,274,0.993917274939173,1
Cluster_1989_aligned,HO_5096_0412_+_+_HO_5096_0412_02098_+_+_HO_5096_0412_02099_+_+_CO_R,Newman_+_+_Newman_02169_+_+_Newman_02170_+_+_CO_R,0,120,120,1,1
Cluster_164_aligned,MRSA252_+_+_MRSA252_00808_+_+_MRSA252_00809_+_+_CO_F,S0385_+_+_S0385_00855_+_+_S0385_00856_+_+_CO_F,17,609,610,0.972085385878489,0.998360655737705
Cluster_2528_aligned,HO_5096_0412_+_+_HO_5096_0412_00245_+_+_HO_5096_0412_00246_+_+_DT,S0385_+_+_S0385_00291_+_+_S0385_00292_+_+_DT,3,51,51,0.96078431372549,1
Cluster_2000_aligned,HO_5096_0412_+_+_HO_5096_0412_02105_+_+_HO_5096_0412_02106_+_+_CO_R,S0385_+_+_S0385_02154_+_+_S0385_02155_+_+_CO_R,1,118,119,0.988748041589517,0.994397759103641
Cluster_810_aligned,S0385_+_+_S0385_01401_+_+_S0385_01402_+_+_CO_F,Newman_+_+_Newman_01383_+_+_Newman_01384_+_+_CO_F,24,321,323,0.927310488058152,0.993808049535604
Cluster_1163_aligned,HO_5096_0412_+_+_HO_5096_0412_02159_+_+_HO_5096_0412_02160_+_+_CO_R,S0385_+_+_S0385_02210_+_+_S0385_02211_+_+_CO_R,0,246,246,1,1
Cluster_964_aligned,HO_5096_0412_+_+_HO_5096_0412_02535_+_+_HO_5096_0412_02536_+_+_CO_F,S0385_+_+_S0385_02600_+_+_S0385_02601_+_+_CO_F,1,283,283,0.996466431095406,1
Cluster_2599_aligned,HO_5096_0412_+_+_HO_5096_0412_00562_+_+_HO_5096_0412_00563_+_+_CO_F,S0385_+_+_S0385_00701_+_+_S0385_00702_+_+_CO_F,1,42,42,0.976190476190476,1
Cluster_1178_aligned,S0385_+_+_S0385_02786_+_+_S0385_02787_+_+_DP,Newman_+_+_Newman_02807_+_+_Newman_02808_+_+_DP,8,240,244,0.975,0.983606557377049
Cluster_1677_aligned,Newman_+_+_Newman_02300_+_+_Newman_02301_+_+_CO_F,HO_5096_0412_+_+_HO_5096_0412_01944_+_+_HO_5096_0412_01945_+_+_CO_F,6,156,162,0.961538461538462,0.962962962962963
Cluster_2541_aligned,HO_5096_0412_+_+_HO_5096_0412_01171_+_+_HO_5096_0412_01172_+_+_CO_R,HO_5096_0412_+_+_HO_5096_0412_01779_+_+_HO_5096_0412_01780_+_+_CO_F_+_+_R,0,49,49,1,1
Cluster_1776_aligned,HO_5096_0412_+_+_HO_5096_0412_00478_+_+_HO_5096_0412_00479_+_+_DP,S0385_+_+_S0385_00609_+_+_S0385_00610_+_+_DP,0,148,148,1,1
Cluster_289_aligned,HO_5096_0412_+_+_HO_5096_0412_00042_+_+_HO_5096_0412_00043_+_+_CO_R,MRSA252_+_+_MRSA252_00060_+_+_MRSA252_00061_+_+_CO_R,34,516,522,0.934108527131783,0.988505747126437
Cluster_2002_aligned,HO_5096_0412_+_+_HO_5096_0412_00230_+_+_HO_5096_0412_00231_+_+_CO_F,S0385_+_+_S0385_00276_+_+_S0385_00277_+_+_CO_F,1,118,118,0.991525423728814,1
Cluster_1402_aligned,Newman_+_+_Newman_02491_+_+_Newman_02492_+_+_CO_R,S0385_+_+_S0385_02479_+_+_S0385_02480_+_+_CO_R,4,205,206,0.983739837398374,0.995145631067961
Cluster_119_aligned,HO_5096_0412_+_+_HO_5096_0412_02189_+_+_HO_5096_0412_02191_+_+_DP,S0385_+_+_S0385_02254_+_+_S0385_02256_+_+_DP,13,680,680,0.984313725490196,1
Cluster_2080_aligned,MRSA252_+_+_MRSA252_02453_+_+_MRSA252_02454_+_+_CO_R,S0385_+_+_S0385_02433_+_+_S0385_02434_+_+_CO_R,3,108,110,0.972334455667789,0.987878787878788
Cluster_1733_aligned,HO_5096_0412_+_+_HO_5096_0412_00327_+_+_HO_5096_0412_00328_+_+_CO_F,S0385_+_+_S0385_00442_+_+_S0385_00443_+_+_CO_F,2,153,153,0.980392156862745,1
Cluster_1409_aligned,S0385_+_+_S0385_00219_+_+_S0385_00220_+_+_DT,MRSA252_+_+_MRSA252_00197_+_+_MRSA252_00198_+_+_DT,7,204,205,0.965686274509804,0.995121951219512
